GAL	1e-13
TSPAN15	1e-13
SEPT3	1e-13
CYB561D2	1e-13
SLC25A19	1e-13
IDO1	1e-13
SNRPA1	1e-13
ACVR1B	1e-13
LOXL4	1e-13
RAB6B	1e-13
MTF1	1e-13
RCCD1	1e-13
FAM174A	1e-13
C5ORF30	1e-13
DAZAP2	1e-13
CMSS1	1e-13
TFDP1	1e-13
SNHG21	1e-13
BRCA1	1.28895438613706e-13
KDM8	1.31484245698071e-13
NDUFAF1	3.03067856840541e-13
COQ6	4.51740603458944e-13
RORC	3.79201615043609e-12
TBC1D20	3.96683576412252e-12
QRICH1	4.91154159381702e-12
IFT22	5.1741991669115e-12
ACAT2	7.56004387508887e-12
NPC1	1.05353833504077e-11
POLG	2.73993777000702e-11
SPCS1	3.12641673518319e-11
ARMCX5	5.22254511549961e-11
ACAD9	6.86214052002184e-11
QPCT	7.34858564602725e-11
VPS33A	1.11479132709321e-10
MMP1	1.12205980285156e-10
RASGEF1A	1.99786425993445e-10
PNPLA2	4.41290296079826e-10
BET1L	1.49512874480485e-09
PDK1	2.19034393516849e-09
UBE2O	2.49811923243104e-09
SIGMAR1	6.95007027121474e-09
CADPS2	1.26273288591947e-08
DZANK1	1.46902669057838e-08
BRCA2	1.74578220003721e-08
FXN	2.24702277597154e-08
APMAP	3.03321206616256e-08
PAX9	3.14245423754106e-08
IP6K2	3.6430615232741e-08
IPO5	1.07966586937656e-07
CRACR2B	1.09261121488668e-07
CYP26B1	1.98342297756095e-07
PDE12	2.15512750280062e-07
SLC25A43	3.78970948704562e-07
TNFAIP1	4.91505047913183e-07
DCUN1D5	1.28404847725249e-06
PWWP2A	1.57541613243251e-06
TM2D3	2.08042733061891e-06
AP2A2	3.4884042671256e-06
GSC	4.58321908248475e-06
SERTAD4-AS1	4.58321908248475e-06
COG3	5.22727429955252e-06
FAM210A	7.02394596886041e-06
ZNF506	7.75821298253628e-06
NKIRAS2	7.79110244438044e-06
ARFGAP3	8.90539399591511e-06
MRPL45	1.13151996834366e-05
RPTOR	1.91971635771637e-05
DHX36	2.91234175678131e-05
PTER	3.04091058239219e-05
C22ORF46	3.33775544869493e-05
VMAC	3.61493716423088e-05
PDK3	3.77912821226733e-05
FN3KRP	3.91346200621062e-05
UBL4A	4.00045225025619e-05
VBP1	5.28613456192523e-05
RPS6KL1	6.31760937646435e-05
KCTD2	6.88247215346229e-05
RAD51C	8.77346791406989e-05
C18ORF54	8.77346791406989e-05
ABCA3	0.000299067812322555
MTFR1L	0.000528844205578006
CEP78	0.000678059031714531
SRP19	0.000717520621668412
MIF4GD	0.000728826826356649
C1QL1	0.00134884674322433
ANAPC5	0.00165674831135448
SPIDR	0.00165674831135448
ASPH	0.00165674831135448
IFT57	0.00172570202381299
COPG1	0.0019873905195602
PSMD6	0.00215370923207117
HIST2H4B	0.00371032950039433
HOXC9	0.00415568755476157
ZNF784	0.00725457487287916
LBH	0.0139868767021204
GTF3A	0.0179616105517769
FAM103A1	0.0201833378763695
RAB2A	0.0305878196332411
DNAJC15	0.0340289240680042
KIAA1211	0.0423094338127992
SERPINB9P1	0.0581056919021452
ERGIC3	0.0916037490257492
EBAG9	0.129988817822372
ACSL1	0.259744072619742
ARRDC3	0.343155773709891
HIP1R	0.343155773709891
STK11IP	0.343155773709891
BNIP3	0.343155773709891
FMR1	0.343155773709891
IGKV2-30	0.343155773709891
ELP4	0.503350390934168
TRAF4	0.594394239342652
CXCR4	0.594394239342652
